sede_id,nucleo,tipo,tipo_sigla,nombre,estado,qr_url
MED-924-011,924,Institución Educativa,IE,INST EDUC JUAN DE LA CRUZ POSADA,Activa,index.html?sede=MED-924-011#registro
MED-924-012,924,Institución Educativa,IE,INST EDUC LA LIBERTAD,Activa,index.html?sede=MED-924-012#registro
MED-924-013,924,Institución Educativa,IE,INST EDUC LA SIERRA,Activa,index.html?sede=MED-924-013#registro
MED-924-014,924,Institución Educativa,IE,INST EDUC LUIS CARLOS GALAN SARMIENTO,Activa,index.html?sede=MED-924-014#registro
MED-924-015,924,Institución Educativa,IE,INST EDUC SAN FRANCISCO DE ASIS,Activa,index.html?sede=MED-924-015#registro
MED-924-016,924,Institución Educativa,IE,INST EDUC VIDA PARA TODOS,Activa,index.html?sede=MED-924-016#registro
MED-924-017,924,Sección Colegio,SCOL,SEC COL AGUSTIN NIETO CABALLERO,Activa,index.html?sede=MED-924-017#registro
MED-924-018,924,Sección Escuela,SEC,SEC ESC ALTOS DE LA TORRE,Activa,index.html?sede=MED-924-018#registro
MED-924-019,924,Sección Escuela,SEC,SEC ESC BATALLON GIRARDOT,Activa,index.html?sede=MED-924-019#registro
MED-924-020,924,Sección Escuela,SEC,SEC ESC BEATO DOMINGO ITURRATE,Activa,index.html?sede=MED-924-020#registro
MED-924-021,924,Sección Escuela,SEC,SEC ESC BEATO HERMANO SALOMON,Activa,index.html?sede=MED-924-021#registro
MED-924-022,924,Sección Escuela,SEC,SEC ESC COLINAS DE ENCISO,Activa,index.html?sede=MED-924-022#registro
MED-924-023,924,Sección Escuela,SEC,SEC ESC EL PINAL,Activa,index.html?sede=MED-924-023#registro
MED-924-024,924,Sección Escuela,SEC,SEC ESC FRANCISCO ANTONIO URIBE,Activa,index.html?sede=MED-924-024#registro
MED-924-025,924,Sección Escuela,SEC,SEC ESC HIPOLITO LONDOÑO MESA,Activa,index.html?sede=MED-924-025#registro
MED-924-026,924,Sección Escuela,SEC,SEC ESC HOGAR ANTIOQUIA,Activa,index.html?sede=MED-924-026#registro
MED-924-027,924,Sección Escuela,SEC,SEC ESC JULIA AGUDELO,Activa,index.html?sede=MED-924-027#registro
MED-924-028,924,Sección Escuela,SEC,SEC ESC LAS GOLONDRINAS,Activa,index.html?sede=MED-924-028#registro
MED-924-029,924,Sección Escuela,SEC,SEC ESC MIGUEL DE AGUINAGA,Activa,index.html?sede=MED-924-029#registro
MED-924-030,924,Sección Escuela,SEC,SEC ESC NIÑO JESUS DE PRAGA,Activa,index.html?sede=MED-924-030#registro
MED-924-031,924,Sección Escuela,SEC,SEC ESC REPUBLICA DEL PERU,Activa,index.html?sede=MED-924-031#registro
MED-924-032,924,Sección Escuela,SEC,SEC ESC SAN VICENTE DE PAUL,Activa,index.html?sede=MED-924-032#registro
MED-924-033,924,Sección Escuela,SEC,SEC ESC SANTIAGO SANTAMARIA,Activa,index.html?sede=MED-924-033#registro
MED-924-034,924,Sección Escuela,SEC,SEC ESC SOR MARIA LUISA COURBIN,Activa,index.html?sede=MED-924-034#registro
MED-924-035,924,Sección Escuela,SEC,SEC ESC VILLA TURBAY,Activa,index.html?sede=MED-924-035#registro
MED-925-001,925,Centro Educativo,CE,CENT EDUC EL CERRO,Activa,index.html?sede=MED-925-001#registro
MED-925-002,925,Centro Educativo,CE,CENT EDUC EL PLACER,Activa,index.html?sede=MED-925-002#registro
MED-925-003,925,Centro Educativo,CE,CENT EDUC EL PLAN,Activa,index.html?sede=MED-925-003#registro
MED-925-004,925,Centro Educativo,CE,CENT EDUC JUAN ANDRES PATIÑO,Activa,index.html?sede=MED-925-004#registro
MED-925-005,925,Centro Educativo,CE,CENT EDUC MEDIA LUNA,Activa,index.html?sede=MED-925-005#registro
MED-925-006,925,Centro Educativo,CE,CENT EDUC PERMANENTE MAZO,Activa,index.html?sede=MED-925-006#registro
MED-925-007,925,Centro Educativo,CE,CENT EDUC PIEDRA GORDA,Activa,index.html?sede=MED-925-007#registro
MED-925-008,925,Centro Educativo,CE,CENT EDUC PIEDRAS BLANCAS,Activa,index.html?sede=MED-925-008#registro
MED-925-009,925,Institución Educativa,IE,INST EDUC ARZOBISPO TULIO BOTERO SALAZAR,Activa,index.html?sede=MED-925-009#registro
MED-925-010,925,Institución Educativa,IE,INST EDUC ASAMBLEA DEPARTAMENTAL,Activa,index.html?sede=MED-925-010#registro
MED-925-011,925,Institución Educativa,IE,INST EDUC GONZALO RESTREPO JARAMILLO,Activa,index.html?sede=MED-925-011#registro
MED-925-012,925,Institución Educativa,IE,INST EDUC LA PASTORA,Activa,index.html?sede=MED-925-012#registro
MED-925-013,925,Institución Educativa,IE,INST EDUC MIRAFLORES - LUIS EDUARDO VALENCIA GARCIA,Activa,index.html?sede=MED-925-013#registro
MED-925-014,925,Institución Educativa,IE,INST EDUC SANTA ELENA,Activa,index.html?sede=MED-925-014#registro
MED-925-015,925,Sección Escuela,SEC,SEC ESC ALEJANDRO ECHAVARRIA,Activa,index.html?sede=MED-925-015#registro
MED-925-016,925,Sección Escuela,SEC,SEC ESC JUAN CANCIO RESTREPO,Activa,index.html?sede=MED-925-016#registro
MED-925-017,925,Sección Escuela,SEC,SEC ESC LA ANUNCIACION,Activa,index.html?sede=MED-925-017#registro
MED-925-018,925,Sección Escuela,SEC,SEC ESC LAS ESTANCIAS,Activa,index.html?sede=MED-925-018#registro
MED-925-019,925,Sección Escuela,SEC,SEC ESC RURAL SANTA ELENA,Activa,index.html?sede=MED-925-019#registro
MED-926-001,926,Institución Educativa,IE,INST EDUC EL SALVADOR,Activa,index.html?sede=MED-926-001#registro
MED-926-002,926,Institución Educativa,IE,INST EDUC FEDERICO OZANAM,Activa,index.html?sede=MED-926-002#registro
MED-926-003,926,Institución Educativa,IE,INST EDUC LA MILAGROSA,Activa,index.html?sede=MED-926-003#registro
MED-926-004,926,Institución Educativa,IE,INST EDUC LORETO-GABRIELA GOMEZ CARVAJAL,Activa,index.html?sede=MED-926-004#registro
MED-926-005,926,Institución Educativa,IE,INST EDUC MADRE LAURA,Activa,index.html?sede=MED-926-005#registro
MED-926-006,926,Institución Educativa,IE,INST EDUC MADRE MARIA MAZARELLO,Activa,index.html?sede=MED-926-006#registro
MED-926-007,926,Institución Educativa,IE,INST EDUC MANUEL JOSE CAYZEDO,Activa,index.html?sede=MED-926-007#registro
MED-926-008,926,Institución Educativa,IE,INST EDUC MERCEDITAS GOMEZ MARTINEZ,Activa,index.html?sede=MED-926-008#registro
MED-926-009,926,Sección Escuela,SEC,SEC ESC ETERNA PRIMAVERA,Activa,index.html?sede=MED-926-009#registro
MED-926-010,926,Sección Escuela,SEC,SEC ESC JOSE DE SAN MARTIN,Activa,index.html?sede=MED-926-010#registro
MED-926-011,926,Sección Escuela,SEC,SEC ESC JUAN MANUEL GONZALEZ ARBELAEZ,Activa,index.html?sede=MED-926-011#registro
MED-926-012,926,Sección Escuela,SEC,SEC ESC MERCEDES YEPES ISAZA,Activa,index.html?sede=MED-926-012#registro
MED-926-013,926,Sección Escuela,SEC,SEC ESC NUESTRA SEÑORA DEL ROSARIO,Activa,index.html?sede=MED-926-013#registro
MED-926-014,926,Sección Escuela,SEC,SEC ESC SANTO TOMAS DE AQUINO,Activa,index.html?sede=MED-926-014#registro
MED-926-015,926,Sección Liceo,SLIC,SEC LIC LEON DE GREIFF,Activa,index.html?sede=MED-926-015#registro
MED-927-001,927,Institución Educativa,IE,INST EDUC SAN BENITO,Activa,index.html?sede=MED-927-001#registro
MED-927-002,927,Institución Educativa,IE,INST EDUC TULIO OSPINA,Activa,index.html?sede=MED-927-002#registro
MED-927-003,927,Sección Escuela,SEC,SEC ESC MADRE MARCELINA,Activa,index.html?sede=MED-927-003#registro
MED-928-001,928,Institución Educativa,IE,INST EDUC ANA DE CASTRILLON,Activa,index.html?sede=MED-928-001#registro
MED-928-002,928,Institución Educativa,IE,INST EDUC CEFA,Activa,index.html?sede=MED-928-002#registro
MED-928-003,928,Institución Educativa,IE,INST EDUC HECTOR ABAD GOMEZ,Activa,index.html?sede=MED-928-003#registro
MED-928-004,928,Institución Educativa,IE,INST EDUC JAVIERA LONDOÑO,Activa,index.html?sede=MED-928-004#registro
MED-928-005,928,Sección Escuela,SEC,SEC ESC ANTONIA SANTOS,Activa,index.html?sede=MED-928-005#registro
MED-928-006,928,Sección Escuela,SEC,SEC ESC DARIO LONDOÑO CARDONA,Activa,index.html?sede=MED-928-006#registro
MED-928-007,928,Sección Escuela,SEC,SEC ESC DIVINO SALVADOR,Activa,index.html?sede=MED-928-007#registro
MED-928-008,928,Sección Escuela,SEC,SEC ESC LUIS ALFONSO AGUDELO,Activa,index.html?sede=MED-928-008#registro
MED-929-001,929,Institución Educativa,IE,INST EDUC LUCRECIO JARAMILLO VELEZ,Activa,index.html?sede=MED-929-001#registro
MED-929-002,929,Institución Educativa,IE,INST EDUC MARCO FIDEL SUAREZ,Activa,index.html?sede=MED-929-002#registro
MED-929-003,929,Institución Educativa,IE,INST EDUC MATER DEI,Activa,index.html?sede=MED-929-003#registro
MED-929-004,929,Sección Escuela,SEC,SEC ESC AGRUPACION COLOMBIA,Activa,index.html?sede=MED-929-004#registro
MED-929-005,929,Sección Escuela,SEC,SEC ESC CARLOS OBANDO VELASCO,Activa,index.html?sede=MED-929-005#registro
MED-929-006,929,Sección Escuela,SEC,SEC ESC CUARTA BRIGADA,Activa,index.html?sede=MED-929-006#registro
MED-929-007,929,Sección Escuela,SEC,SEC ESC LA IGUANA,Activa,index.html?sede=MED-929-007#registro
MED-930-001,930,Institución Educativa,IE,INST EDUC AMERICA,Activa,index.html?sede=MED-930-001#registro
MED-930-002,930,Institución Educativa,IE,INST EDUC BENEDIKTA ZUR NIEDEN,Activa,index.html?sede=MED-930-002#registro
MED-930-003,930,Institución Educativa,IE,INST EDUC CONCEJO DE MEDELLIN,Activa,index.html?sede=MED-930-003#registro
MED-930-004,930,Institución Educativa,IE,INST EDUC CRISTOBAL COLON,Activa,index.html?sede=MED-930-004#registro
MED-930-005,930,Institución Educativa,IE,INST EDUC EL CORAZÓN,Activa,index.html?sede=MED-930-005#registro
MED-930-006,930,Institución Educativa,IE,INST EDUC FRANCISCO ANTONIO ZEA,Activa,index.html?sede=MED-930-006#registro
MED-930-007,930,Institución Educativa,IE,INST EDUC JUAN XXIII,Activa,index.html?sede=MED-930-007#registro
MED-930-008,930,Institución Educativa,IE,INST EDUC LA PIEDAD,Activa,index.html?sede=MED-930-008#registro
MED-930-009,930,Institución Educativa,IE,INST EDUC LOLA GONZALEZ,Activa,index.html?sede=MED-930-009#registro
MED-930-010,930,Institución Educativa,IE,INST EDUC RAFAEL URIBE URIBE,Activa,index.html?sede=MED-930-010#registro
MED-930-011,930,Institución Educativa,IE,INST EDUC SAMUEL BARRIENTOS RESTREPO,Activa,index.html?sede=MED-930-011#registro
MED-930-012,930,Institución Educativa,IE,INST EDUC SANTA ROSA DE LIMA,Activa,index.html?sede=MED-930-012#registro
MED-930-013,930,Sección Escuela,SEC,SEC ESC BETANIA,Activa,index.html?sede=MED-930-013#registro
MED-930-014,930,Sección Escuela,SEC,SEC ESC CLODOMIRO RAMIREZ,Activa,index.html?sede=MED-930-014#registro
MED-930-015,930,Sección Escuela,SEC,SEC ESC EL CORAZON,Activa,index.html?sede=MED-930-015#registro
MED-930-016,930,Sección Escuela,SEC,SEC ESC EL SOCORRO,Activa,index.html?sede=MED-930-016#registro
MED-930-017,930,Sección Escuela,SEC,SEC ESC JARDIN INFANTIL NO 2,Activa,index.html?sede=MED-930-017#registro
MED-930-018,930,Sección Escuela,SEC,SEC ESC LA PRADERA,Activa,index.html?sede=MED-930-018#registro
MED-930-019,930,Sección Escuela,SEC,SEC ESC MONSEÑOR PERDOMO,Activa,index.html?sede=MED-930-019#registro
MED-930-020,930,Sección Escuela,SEC,SEC ESC PEDRO DE CASTRO,Activa,index.html?sede=MED-930-020#registro
MED-930-021,930,Sección Escuela,SEC,SEC ESC PICHINCHA,Activa,index.html?sede=MED-930-021#registro
MED-930-022,930,Sección Escuela,SEC,SEC ESC PIO XII,Activa,index.html?sede=MED-930-022#registro
MED-930-023,930,Sección Escuela,SEC,SEC ESC RAFAEL URIBE URIBE,Activa,index.html?sede=MED-930-023#registro
MED-930-024,930,Sección Escuela,SEC,SEC ESC REPUBLICA DE PANAMA,Activa,index.html?sede=MED-930-024#registro
MED-930-025,930,Sección Escuela,SEC,SEC ESC SANTA LUCIA,Activa,index.html?sede=MED-930-025#registro
MED-931-001,931,Institución Educativa,IE,INST EDUC BLANQUIZAL,Activa,index.html?sede=MED-931-001#registro
MED-931-002,931,Institución Educativa,IE,INST EDUC CARLOS VIECO ORTIZ,Activa,index.html?sede=MED-931-002#registro
MED-931-003,931,Institución Educativa,IE,INST EDUC EDUARDO SANTOS,Activa,index.html?sede=MED-931-003#registro
MED-931-004,931,Institución Educativa,IE,INST EDUC FUNDADORES,Activa,index.html?sede=MED-931-004#registro
MED-931-005,931,Institución Educativa,IE,INST EDUC LA INDEPENDENCIA,Activa,index.html?sede=MED-931-005#registro
MED-931-006,931,Institución Educativa,IE,INST EDUC PERPETUO SOCORRO,Activa,index.html?sede=MED-931-006#registro
MED-931-007,931,Institución Educativa,IE,INST EDUC STELLA VELEZ LONDOÑO,Activa,index.html?sede=MED-931-007#registro
MED-931-008,931,Sección Escuela,SEC,SEC ESC AMOR AL NIÑO,Activa,index.html?sede=MED-931-008#registro
MED-931-009,931,Sección Escuela,SEC,SEC ESC JUAN DE DIOS ARANZAZU,Activa,index.html?sede=MED-931-009#registro
MED-931-010,931,Sección Escuela,SEC,SEC ESC MUNICIPAL SAN JAVIER,Activa,index.html?sede=MED-931-010#registro
MED-931-011,931,Sección Escuela,SEC,SEC ESC PEDRO J GOMEZ,Activa,index.html?sede=MED-931-011#registro
MED-931-012,931,Sección Escuela,SEC,SEC ESC REFUGIO DEL NIÑO,Activa,index.html?sede=MED-931-012#registro
MED-931-013,931,Sección Escuela,SEC,SEC ESC VEINTE DE JULIO,Activa,index.html?sede=MED-931-013#registro
MED-932-001,932,Institución Educativa,IE,INST EDUC INEM JOSE FELIX DE RESTREPO,Activa,index.html?sede=MED-932-001#registro
MED-932-002,932,Institución Educativa,IE,INST EDUC SANTA CATALINA DE SIENA,Activa,index.html?sede=MED-932-002#registro
MED-932-003,932,Sección Escuela,SEC,SEC ESC GUILLERMO ECHAVARRIA MISAS,Activa,index.html?sede=MED-932-003#registro
MED-933-001,933,Institución Educativa,IE,INST EDUC BENJAMIN HERRERA,Activa,index.html?sede=MED-933-001#registro
MED-933-002,933,Institución Educativa,IE,INST EDUC CRISTO REY,Activa,index.html?sede=MED-933-002#registro
MED-933-003,933,Institución Educativa,IE,INST EDUC JOSE ACEVEDO Y GOMEZ,Activa,index.html?sede=MED-933-003#registro
MED-933-004,933,Institución Educativa,IE,INST EDUC LA PRESENTACION,Activa,index.html?sede=MED-933-004#registro
MED-933-005,933,Institución Educativa,IE,INST EDUC LA SALLE DE CAMPOAMOR,Activa,index.html?sede=MED-933-005#registro
MED-933-006,933,Institución Educativa,IE,INST EDUC OCTAVIO CALDERON MEJIA,Activa,index.html?sede=MED-933-006#registro
MED-933-007,933,Institución Educativa,IE,INST EDUC SANTO ANGEL,Activa,index.html?sede=MED-933-007#registro
MED-933-008,933,Institución Educativa,IE,INST EDUC SANTOS ANGELES CUSTODIOS,Activa,index.html?sede=MED-933-008#registro
MED-933-009,933,Sección Escuela,SEC,SEC ESC CRISTO REY-APOLO,Activa,index.html?sede=MED-933-009#registro
MED-933-010,933,Sección Escuela,SEC,SEC ESC GABRIELA MISTRAL,Activa,index.html?sede=MED-933-010#registro
MED-933-011,933,Sección Escuela,SEC,SEC ESC JUAN PABLO II,Activa,index.html?sede=MED-933-011#registro
MED-933-012,933,Sección Escuela,SEC,SEC ESC LA COLINA,Activa,index.html?sede=MED-933-012#registro
MED-933-013,933,Sección Escuela,SEC,SEC ESC REPUBLICA DE COSTA RICA,Activa,index.html?sede=MED-933-013#registro
MED-933-014,933,Sección Escuela,SEC,SEC ESC SANTISIMA TRINIDAD,Activa,index.html?sede=MED-933-014#registro
MED-934-001,934,Institución Educativa,IE,INST EDUC ALTAVISTA,Activa,index.html?sede=MED-934-001#registro
MED-934-002,934,Institución Educativa,IE,INST EDUC DEBORA ARANGO PEREZ,Activa,index.html?sede=MED-934-002#registro
MED-934-003,934,Institución Educativa,IE,INST EDUC FATIMA NUTIBARA,Activa,index.html?sede=MED-934-003#registro
MED-934-004,934,Institución Educativa,IE,INST EDUC HORACIO MUÑOZ SUESCUN,Activa,index.html?sede=MED-934-004#registro
MED-934-005,934,Institución Educativa,IE,INST EDUC JUAN MARIA CESPEDES,Activa,index.html?sede=MED-934-005#registro
MED-934-006,934,Institución Educativa,IE,INST EDUC MARINA ORTH,Activa,index.html?sede=MED-934-006#registro
MED-934-007,934,Institución Educativa,IE,INST EDUC PEDRO OCTAVIO AMADO,Activa,index.html?sede=MED-934-007#registro
MED-934-008,934,Institución Educativa,IE,INST EDUC RAMON GIRALDO CEBALLOS,Activa,index.html?sede=MED-934-008#registro
MED-934-009,934,Institución Educativa,IE,INST EDUC REPUBLICA DE VENEZUELA,Activa,index.html?sede=MED-934-009#registro
MED-934-010,934,Institución Educativa,IE,INST EDUC ROSALIA SUAREZ,Activa,index.html?sede=MED-934-010#registro
MED-934-011,934,Institución Educativa,IE,INST EDUC SAN ROBERTO BELARMINO,Activa,index.html?sede=MED-934-011#registro
MED-934-012,934,Sección Escuela,SEC,SEC ESC AGUAS FRÍAS,Activa,index.html?sede=MED-934-012#registro
MED-934-013,934,Sección Escuela,SEC,SEC ESC MANO DE DIOS,Activa,index.html?sede=MED-934-013#registro
MED-934-014,934,Sección Escuela,SEC,SEC ESC MUNICIPAL BELEN,Activa,index.html?sede=MED-934-014#registro
MED-934-015,934,Sección Escuela,SEC,SEC ESC SAN PABLO,Activa,index.html?sede=MED-934-015#registro
MED-934-016,934,Otro,OTRO,SEC SOFIA OSPINA DE NAVARRO,Activa,index.html?sede=MED-934-016#registro
MED-935-001,935,Centro Educativo,CE,CENT EDUC CARLOS MESA SANCHEZ,Activa,index.html?sede=MED-935-001#registro
MED-935-002,935,Centro Educativo,CE,CENT EDUC EL MANZANILLO,Activa,index.html?sede=MED-935-002#registro
MED-935-003,935,Centro Educativo,CE,CENT EDUC MARIA PAULINA TABORDA,Activa,index.html?sede=MED-935-003#registro
MED-935-004,935,Institución Educativa,IE,INST EDUC ALCALDIA DE MEDELLIN,Activa,index.html?sede=MED-935-004#registro
MED-935-005,935,Institución Educativa,IE,INST EDUC ANTONIO RICAURTE,Activa,index.html?sede=MED-935-005#registro
MED-935-006,935,Institución Educativa,IE,INST EDUC CAPILLA DEL ROSARIO,Activa,index.html?sede=MED-935-006#registro
MED-935-007,935,Institución Educativa,IE,INST EDUC JOSE MARIA BERNAL,Activa,index.html?sede=MED-935-007#registro
MED-935-008,935,Institución Educativa,IE,INST EDUC OCTAVIO HARRY - JACQUELINE KENNEDY,Activa,index.html?sede=MED-935-008#registro
MED-935-009,935,Institución Educativa,IE,INST EDUC YERMO Y PARRES,Activa,index.html?sede=MED-935-009#registro
MED-935-010,935,Sección Escuela,SEC,SEC ESC ANTONIO JOSE RESTREPO,Activa,index.html?sede=MED-935-010#registro
MED-935-011,935,Sección Escuela,SEC,SEC ESC CARLOS FRANCO,Activa,index.html?sede=MED-935-011#registro
MED-935-012,935,Sección Escuela,SEC,SEC ESC GUILLERMO VALENCIA,Activa,index.html?sede=MED-935-012#registro
MED-935-013,935,Sección Escuela,SEC,SEC ESC YERMO Y PARRES,Activa,index.html?sede=MED-935-013#registro
MED-935-014,935,Jardín Infantil,JAR,SEC JARDIN INFANTIL NO 1,Activa,index.html?sede=MED-935-014#registro
MED-936-001,936,Centro Educativo,CE,CENT EDUC BOQUERON,Activa,index.html?sede=MED-936-001#registro
MED-936-002,936,Centro Educativo,CE,CENT EDUC EL PATIO,Activa,index.html?sede=MED-936-002#registro
MED-936-003,936,Centro Educativo,CE,CENT EDUC EL YOLOMBO,Activa,index.html?sede=MED-936-003#registro
MED-936-004,936,Centro Educativo,CE,CENT EDUC FABIO ZULUAGA OROZCO,Activa,index.html?sede=MED-936-004#registro
MED-936-005,936,Centro Educativo,CE,CENT EDUC LA ALDEA,Activa,index.html?sede=MED-936-005#registro
MED-936-006,936,Centro Educativo,CE,CENT EDUC LA FRISOLA,Activa,index.html?sede=MED-936-006#registro
MED-936-007,936,Centro Educativo,CE,CENT EDUC LA POTRERA,Activa,index.html?sede=MED-936-007#registro
MED-936-008,936,Centro Educativo,CE,CENT EDUC LA SUIZA,Activa,index.html?sede=MED-936-008#registro
MED-936-009,936,Centro Educativo,CE,CENT EDUC LA VOLCANA,Activa,index.html?sede=MED-936-009#registro
MED-936-010,936,Centro Educativo,CE,CENT EDUC LAS PLAYAS,Activa,index.html?sede=MED-936-010#registro
MED-936-011,936,Centro Educativo,CE,CENT EDUC LEON ARANGO PAUCAR,Activa,index.html?sede=MED-936-011#registro
MED-936-012,936,Centro Educativo,CE,CENT EDUC LUIS MESA VILLA,Activa,index.html?sede=MED-936-012#registro
MED-936-013,936,Centro Educativo,CE,CENT EDUC PEDREGAL ALTO,Activa,index.html?sede=MED-936-013#registro
MED-936-014,936,Centro Educativo,CE,CENT EDUC PEDREGAL BAJO,Activa,index.html?sede=MED-936-014#registro
MED-936-015,936,Centro Educativo,CE,CENT EDUC SAGRADO CORAZON,Activa,index.html?sede=MED-936-015#registro
MED-936-016,936,Centro Educativo,CE,CENT EDUC SAN JOSE DE LA MONTAÑA,Activa,index.html?sede=MED-936-016#registro
MED-936-017,936,Centro Educativo,CE,CENT EDUC TRAVESIAS EL MORRO,Activa,index.html?sede=MED-936-017#registro
MED-936-018,936,Institución Educativa,IE,INST EDUC ALFONSO UPEGUI OROZCO,Activa,index.html?sede=MED-936-018#registro
MED-936-019,936,Institución Educativa,IE,INST EDUC CARLOS ALBERTO CALDERON,Activa,index.html?sede=MED-936-019#registro
MED-936-020,936,Institución Educativa,IE,INST EDUC CIUDADELA NUEVO OCCIDENTE,Activa,index.html?sede=MED-936-020#registro
MED-936-021,936,Institución Educativa,IE,INST EDUC HECTOR ROGELIO MONTOYA,Activa,index.html?sede=MED-936-021#registro
MED-936-022,936,Institución Educativa,IE,INST EDUC JOSE HORACIO BETANCUR,Activa,index.html?sede=MED-936-022#registro
MED-936-023,936,Institución Educativa,IE,INST EDUC LA HUERTA,Activa,index.html?sede=MED-936-023#registro
MED-936-024,936,Institución Educativa,IE,INST EDUC LOMA HERMOSA,Activa,index.html?sede=MED-936-024#registro
MED-936-025,936,Institución Educativa,IE,INST EDUC LUSITANIA - PAZ DE COLOMBIA,Activa,index.html?sede=MED-936-025#registro
MED-936-026,936,Institución Educativa,IE,INST EDUC PRESBITERO JUAN J. ESCOBAR,Activa,index.html?sede=MED-936-026#registro
MED-936-027,936,Institución Educativa,IE,INST EDUC SAN CRISTOBAL,Activa,index.html?sede=MED-936-027#registro
MED-936-028,936,Sección Escuela,SEC,SEC ESC JUAN NEPOMUCENO MORALES,Activa,index.html?sede=MED-936-028#registro
MED-936-029,936,Sección Escuela,SEC,SEC ESC SAN VICENTE FERRER,Activa,index.html?sede=MED-936-029#registro
MED-937-001,937,Centro Educativo,CE,CENT EDUC EL ASTILLERO,Activa,index.html?sede=MED-937-001#registro
MED-937-002,937,Centro Educativo,CE,CENT EDUC EL SALADO,Activa,index.html?sede=MED-937-002#registro
MED-937-003,937,Centro Educativo,CE,CENT EDUC MONTAÑITA,Activa,index.html?sede=MED-937-003#registro
MED-937-004,937,Centro Educativo,CE,CENT EDUC POTRERITO,Activa,index.html?sede=MED-937-004#registro
MED-937-005,937,Centro Educativo,CE,CENT EDUC QUEBRADA LARGA,Activa,index.html?sede=MED-937-005#registro
MED-937-006,937,Centro Educativo,CE,CENT EDUC YARUMALITO,Activa,index.html?sede=MED-937-006#registro
MED-937-007,937,Institución Educativa,IE,INST EDUC ANGELA RESTREPO MORENO,Activa,index.html?sede=MED-937-007#registro
MED-937-008,937,Institución Educativa,IE,INST EDUC COMPARTIR,Activa,index.html?sede=MED-937-008#registro
MED-937-009,937,Institución Educativa,IE,INST EDUC CORVIDE,Activa,index.html?sede=MED-937-009#registro
MED-937-010,937,Institución Educativa,IE,INST EDUC EL LIMONAR,Activa,index.html?sede=MED-937-010#registro
MED-937-011,937,Institución Educativa,IE,INST EDUC FE Y ALEGRIA EL LIMONAR,Activa,index.html?sede=MED-937-011#registro
MED-937-012,937,Institución Educativa,IE,INST EDUC MANUEL J. BETANCUR,Activa,index.html?sede=MED-937-012#registro
MED-937-013,937,Institución Educativa,IE,INST EDUC MONSEÑOR VICTOR WIEDEMANN,Activa,index.html?sede=MED-937-013#registro
MED-937-014,937,Institución Educativa,IE,INST EDUC PRADITO,Activa,index.html?sede=MED-937-014#registro
MED-937-015,937,Institución Educativa,IE,INST EDUC SAN ANTONIO DE PRADO,Activa,index.html?sede=MED-937-015#registro
MED-937-016,937,Institución Educativa,IE,INST EDUC SAN JOSE OBRERO,Activa,index.html?sede=MED-937-016#registro
MED-937-017,937,Sección Escuela,SEC,SEC ESC CARLOS BETANCUR BETANCUR,Activa,index.html?sede=MED-937-017#registro
MED-937-018,937,Sección Escuela,SEC,SEC ESC GUSTAVO RODAS ISAZA,Activa,index.html?sede=MED-937-018#registro
MED-937-019,937,Sección Escuela,SEC,SEC ESC LA VERDE,Activa,index.html?sede=MED-937-019#registro
MED-937-020,937,Sección Escuela,SEC,SEC ESC LUIS GUILLERMO ECHEVERRY ABAD,Activa,index.html?sede=MED-937-020#registro
MED-937-021,937,Sección Escuela,SEC,SEC ESC MANUEL MARIA MALLARINO,Activa,index.html?sede=MED-937-021#registro
MED-937-022,937,Sección Escuela,SEC,SEC ESC SAN JOSE,Activa,index.html?sede=MED-937-022#registro
MED-937-023,937,Sección Escuela,SEC,SEC ESC VENTANITAS,Activa,index.html?sede=MED-937-023#registro
